Risk,Description
"FAILED","""3.2 Ensure Security Auditing Flags Are Configured Per Local Organizational Requirements - 'audit successful/failed administrative events'"" : [FAILED]

Auditing is the capture and maintenance of information about security-related events. Auditable events often depend on differing organizational requirements.

Rationale:

Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises or attacks that have occurred, have begun, or are about to begin. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.

Depending on the governing authority, organizations can have vastly different auditing requirements. In this control we have selected a minimal set of audit flags that should be a part of any organizational requirements. The flags selected below may not adequately meet organizational requirements for users of this benchmark. The auditing checks for the flags proposed here will not impact additional flags that are selected.

Solution:
Perform the following to set the require Security Auditing Flags:
Edit the /etc/security/audit_control file and add fm, ad, -ex, aa, -fr, lo, and -fw flags or add -all to flags.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.3.1,800-171|3.3.2,800-171|3.14.3,800-53|AU-2,800-53|AU-3,800-53|AU-3(1),800-53|AU-12,800-53|SI-5,CN-L3|7.1.2.3(a),CN-L3|7.1.2.3(b),CN-L3|7.1.3.3(a),CN-L3|7.1.3.3(b),CN-L3|8.1.4.3(a),CN-L3|8.1.4.3(b),CSCv7|6.2,CSCv7|14.9,CSCv8|3.14,CSCv8|8.2,CSCv8|8.5,CSF|DE.CM-1,CSF|DE.CM-3,CSF|DE.CM-7,CSF|ID.RA-1,CSF|ID.RA-2,CSF|ID.RA-3,CSF|PR.PT-1,CSF|RS.CO-5,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(b),ITSG-33|AU-2,ITSG-33|AU-3,ITSG-33|AU-3(1),ITSG-33|AU-12,ITSG-33|SI-5,LEVEL|2A,NESA|M1.2.2,NESA|M5.5.1,NESA|T3.6.2,NESA|T7.7.1,NIAv2|AM7,NIAv2|AM11a,NIAv2|AM11b,NIAv2|AM11c,NIAv2|AM11d,NIAv2|AM11e,NIAv2|AM34a,NIAv2|AM34b,NIAv2|AM34c,NIAv2|AM34d,NIAv2|AM34e,NIAv2|AM34f,NIAv2|AM34g,NIAv2|SS30,NIAv2|VL8,QCSC-v1|3.2,QCSC-v1|6.2,QCSC-v1|8.2.1,QCSC-v1|10.2.1,QCSC-v1|11.2,QCSC-v1|13.2,SWIFT-CSCv1|6.4

Policy Value:
expect: ^flags:.*(?=.*ad).*$
file: /etc/security/audit_control
regex: ^flags:

Actual Value:
Non-compliant file(s):
      /etc/security/audit_control - regex '^flags:' found - expect '^flags:.*(?=.*ad).*$' not found in the following lines:
          5: flags:lo,aa"
"FAILED","""3.2 Ensure Security Auditing Flags Are Configured Per Local Organizational Requirements - 'audit successful/failed file attribute modification events'"" : [FAILED]

Auditing is the capture and maintenance of information about security-related events. Auditable events often depend on differing organizational requirements.

Rationale:

Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises or attacks that have occurred, have begun, or are about to begin. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.

Depending on the governing authority, organizations can have vastly different auditing requirements. In this control we have selected a minimal set of audit flags that should be a part of any organizational requirements. The flags selected below may not adequately meet organizational requirements for users of this benchmark. The auditing checks for the flags proposed here will not impact additional flags that are selected.

Solution:
Perform the following to set the require Security Auditing Flags:
Edit the /etc/security/audit_control file and add fm, ad, -ex, aa, -fr, lo, and -fw flags or add -all to flags.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.3.1,800-171|3.3.2,800-171|3.14.3,800-53|AU-2,800-53|AU-3,800-53|AU-3(1),800-53|AU-12,800-53|SI-5,CN-L3|7.1.2.3(a),CN-L3|7.1.2.3(b),CN-L3|7.1.3.3(a),CN-L3|7.1.3.3(b),CN-L3|8.1.4.3(a),CN-L3|8.1.4.3(b),CSCv7|6.2,CSCv7|14.9,CSCv8|3.14,CSCv8|8.2,CSCv8|8.5,CSF|DE.CM-1,CSF|DE.CM-3,CSF|DE.CM-7,CSF|ID.RA-1,CSF|ID.RA-2,CSF|ID.RA-3,CSF|PR.PT-1,CSF|RS.CO-5,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(b),ITSG-33|AU-2,ITSG-33|AU-3,ITSG-33|AU-3(1),ITSG-33|AU-12,ITSG-33|SI-5,LEVEL|2A,NESA|M1.2.2,NESA|M5.5.1,NESA|T3.6.2,NESA|T7.7.1,NIAv2|AM7,NIAv2|AM11a,NIAv2|AM11b,NIAv2|AM11c,NIAv2|AM11d,NIAv2|AM11e,NIAv2|AM34a,NIAv2|AM34b,NIAv2|AM34c,NIAv2|AM34d,NIAv2|AM34e,NIAv2|AM34f,NIAv2|AM34g,NIAv2|SS30,NIAv2|VL8,QCSC-v1|3.2,QCSC-v1|6.2,QCSC-v1|8.2.1,QCSC-v1|10.2.1,QCSC-v1|11.2,QCSC-v1|13.2,SWIFT-CSCv1|6.4

Policy Value:
expect: ^flags:.*(?=.*fm).*$
file: /etc/security/audit_control
regex: ^flags:

Actual Value:
Non-compliant file(s):
      /etc/security/audit_control - regex '^flags:' found - expect '^flags:.*(?=.*fm).*$' not found in the following lines:
          5: flags:lo,aa"
"FAILED","""3.2 Ensure Security Auditing Flags Are Configured Per Local Organizational Requirements - 'audit failed program execution'"" : [FAILED]

Auditing is the capture and maintenance of information about security-related events. Auditable events often depend on differing organizational requirements.

Rationale:

Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises or attacks that have occurred, have begun, or are about to begin. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.

Depending on the governing authority, organizations can have vastly different auditing requirements. In this control we have selected a minimal set of audit flags that should be a part of any organizational requirements. The flags selected below may not adequately meet organizational requirements for users of this benchmark. The auditing checks for the flags proposed here will not impact additional flags that are selected.

Solution:
Perform the following to set the require Security Auditing Flags:
Edit the /etc/security/audit_control file and add fm, ad, -ex, aa, -fr, lo, and -fw flags or add -all to flags.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.3.1,800-171|3.3.2,800-171|3.14.3,800-53|AU-2,800-53|AU-3,800-53|AU-3(1),800-53|AU-12,800-53|SI-5,CN-L3|7.1.2.3(a),CN-L3|7.1.2.3(b),CN-L3|7.1.3.3(a),CN-L3|7.1.3.3(b),CN-L3|8.1.4.3(a),CN-L3|8.1.4.3(b),CSCv7|6.2,CSCv7|14.9,CSCv8|3.14,CSCv8|8.2,CSCv8|8.5,CSF|DE.CM-1,CSF|DE.CM-3,CSF|DE.CM-7,CSF|ID.RA-1,CSF|ID.RA-2,CSF|ID.RA-3,CSF|PR.PT-1,CSF|RS.CO-5,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(b),ITSG-33|AU-2,ITSG-33|AU-3,ITSG-33|AU-3(1),ITSG-33|AU-12,ITSG-33|SI-5,LEVEL|2A,NESA|M1.2.2,NESA|M5.5.1,NESA|T3.6.2,NESA|T7.7.1,NIAv2|AM7,NIAv2|AM11a,NIAv2|AM11b,NIAv2|AM11c,NIAv2|AM11d,NIAv2|AM11e,NIAv2|AM34a,NIAv2|AM34b,NIAv2|AM34c,NIAv2|AM34d,NIAv2|AM34e,NIAv2|AM34f,NIAv2|AM34g,NIAv2|SS30,NIAv2|VL8,QCSC-v1|3.2,QCSC-v1|6.2,QCSC-v1|8.2.1,QCSC-v1|10.2.1,QCSC-v1|11.2,QCSC-v1|13.2,SWIFT-CSCv1|6.4

Policy Value:
expect: ^flags:.*(?=.*ex).*$
file: /etc/security/audit_control
regex: ^flags:

Actual Value:
Non-compliant file(s):
      /etc/security/audit_control - regex '^flags:' found - expect '^flags:.*(?=.*ex).*$' not found in the following lines:
          5: flags:lo,aa"
"FAILED","""3.2 Ensure Security Auditing Flags Are Configured Per Local Organizational Requirements - 'audit all failed write actions where enforcement stopped a file write'"" : [FAILED]

Auditing is the capture and maintenance of information about security-related events. Auditable events often depend on differing organizational requirements.

Rationale:

Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises or attacks that have occurred, have begun, or are about to begin. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.

Depending on the governing authority, organizations can have vastly different auditing requirements. In this control we have selected a minimal set of audit flags that should be a part of any organizational requirements. The flags selected below may not adequately meet organizational requirements for users of this benchmark. The auditing checks for the flags proposed here will not impact additional flags that are selected.

Solution:
Perform the following to set the require Security Auditing Flags:
Edit the /etc/security/audit_control file and add fm, ad, -ex, aa, -fr, lo, and -fw flags or add -all to flags.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.3.1,800-171|3.3.2,800-171|3.14.3,800-53|AU-2,800-53|AU-3,800-53|AU-3(1),800-53|AU-12,800-53|SI-5,CN-L3|7.1.2.3(a),CN-L3|7.1.2.3(b),CN-L3|7.1.3.3(a),CN-L3|7.1.3.3(b),CN-L3|8.1.4.3(a),CN-L3|8.1.4.3(b),CSCv7|6.2,CSCv7|14.9,CSCv8|3.14,CSCv8|8.2,CSCv8|8.5,CSF|DE.CM-1,CSF|DE.CM-3,CSF|DE.CM-7,CSF|ID.RA-1,CSF|ID.RA-2,CSF|ID.RA-3,CSF|PR.PT-1,CSF|RS.CO-5,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(b),ITSG-33|AU-2,ITSG-33|AU-3,ITSG-33|AU-3(1),ITSG-33|AU-12,ITSG-33|SI-5,LEVEL|2A,NESA|M1.2.2,NESA|M5.5.1,NESA|T3.6.2,NESA|T7.7.1,NIAv2|AM7,NIAv2|AM11a,NIAv2|AM11b,NIAv2|AM11c,NIAv2|AM11d,NIAv2|AM11e,NIAv2|AM34a,NIAv2|AM34b,NIAv2|AM34c,NIAv2|AM34d,NIAv2|AM34e,NIAv2|AM34f,NIAv2|AM34g,NIAv2|SS30,NIAv2|VL8,QCSC-v1|3.2,QCSC-v1|6.2,QCSC-v1|8.2.1,QCSC-v1|10.2.1,QCSC-v1|11.2,QCSC-v1|13.2,SWIFT-CSCv1|6.4

Policy Value:
expect: ^flags:.*(?=.*-all).*$
file: /etc/security/audit_control
regex: ^flags:

Actual Value:
Non-compliant file(s):
      /etc/security/audit_control - regex '^flags:' found - expect '^flags:.*(?=.*-all).*$' not found in the following lines:
          5: flags:lo,aa"
"FAILED","""5.1.8 Ensure No World Writable Files Exist in the Library Folder"" : [FAILED]

Software sometimes insists on being installed in the /Library Directory and have inappropriate world-writable permissions.

Rationale:

Folders in /System/Volumes/Data/Library should not be world-writable. The audit check excludes the /System/Volumes/Data/Library/Caches and /System/Volumes/Data/Library/Preferences/Audio/Data folders where the sticky bit is set.

Solution:
Run the following command to set permissions so that folders are not world-writable in the /System/Volumes/Data/Library folder:

$ sudo /bin/chmod -R o-w /System/Volumes/Data/Library/<baddirectory>

example:

$ sudo /bin/chmod -R o-w /System/Volumes/Data/Library/baddir

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.1.1,800-171|3.8.1,800-171|3.8.2,800-171|3.8.3,800-53|AC-3,800-53|MP-2,CN-L3|8.1.4.2(f),CN-L3|8.1.4.11(b),CN-L3|8.1.10.2(c),CN-L3|8.5.3.1,CN-L3|8.5.4.1(a),CSCv7|14.6,CSCv8|3.3,CSF|PR.AC-4,CSF|PR.PT-2,CSF|PR.PT-3,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),ISO/IEC-27001|A.9.4.1,ISO/IEC-27001|A.9.4.5,ITSG-33|AC-3,ITSG-33|MP-2,ITSG-33|MP-2a.,LEVEL|2A,NESA|T1.3.2,NESA|T1.3.3,NESA|T1.4.1,NESA|T4.2.1,NESA|T5.4.4,NESA|T5.4.5,NESA|T5.5.4,NESA|T5.6.1,NESA|T7.5.2,NESA|T7.5.3,NIAv2|AM3,NIAv2|SS29,QCSC-v1|3.2,QCSC-v1|5.2.2,QCSC-v1|13.2,TBA-FIISB|31.1

Policy Value:
cmd: /usr/bin/find /System/Volumes/Data/Library -type d -perm -2 -ls | /usr/bin/grep -v Caches | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'
expect: none

Actual Value:
The command '/usr/bin/find /System/Volumes/Data/Library -type d -perm -2 -ls | /usr/bin/grep -v Caches | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'' returned : 

find: /System/Volumes/Data/Library/Caches/com.apple.aned: Operation not permitted
12885022206        0 drwxrwxrwx    2 _coreaudiod      _coreaudiod            64 Jan  1  2020 /System/Volumes/Data/Library/Preferences/Audio/Data"
"FAILED","""5.2.3 Ensure Complex Password Must Contain Alphabetic Characters Is Configured"" : [FAILED]

Complex passwords contain one character from each of the following classes: English uppercase letters, English lowercase letters, Westernized Arabic numerals, and non-alphanumeric characters.

Ensure that an Alphabetic character is part of the password policy on the computer

Rationale:

The more complex a password the more resistant it will be against persons seeking unauthorized access to a system.

Impact:

Password policy should be in effect to reduce the risk of exposed services being compromised easily through dictionary attacks or other social engineering attempts.

Solution:
Perform the following to enable passwords to require at least 1 alphabetical characters:
Terminal Method:
Run the following command to set the that passwords must contain at least one letter:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy -setaccountpolicies 'requiresAlpha=<value<=5>'

example:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'requiresAlpha=1'

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.mobiledevice.passwordpolicy

Add the key requireAlphanumeric

Set the key to <integer><value>=1></integer>

Note: This profile requires both an alphabetical and numeric characters.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.5.2,800-53|IA-5(1),CSCv7|4.4,CSCv8|5.2,CSF|PR.AC-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|IA-5(1),LEVEL|2M,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|13.2,SWIFT-CSCv1|4.1

Policy Value:
cmd: /usr/bin/pwpolicy -getaccountpolicies | /usr/bin/grep -A1 minimumLetters | /usr/bin/tail -1 | /usr/bin/cut -d'>' -f2 | /usr/bin/cut -d '<' -f1 | /usr/bin/awk '{print} END {if (NR == 0) print ""Not found""}'
expect: ^[1-9][0-9]*

Actual Value:
The command '/usr/bin/pwpolicy -getaccountpolicies | /usr/bin/grep -A1 minimumLetters | /usr/bin/tail -1 | /usr/bin/cut -d'>' -f2 | /usr/bin/cut -d '<' -f1 | /usr/bin/awk '{print} END {if (NR == 0) print ""Not found""}'' returned : 

Not found"
"FAILED","""5.2.4 Ensure Complex Password Must Contain Numeric Character Is Configured"" : [FAILED]

Complex passwords contain one character from each of the following classes: English uppercase letters, English lowercase letters, Westernized Arabic numerals, and non-alphanumeric characters.

Ensure that a number or numeric value is part of the password policy on the computer.

Rationale:

The more complex a password the more resistant it will be against persons seeking unauthorized access to a system.

Impact:

Password policy should be in effect to reduce the risk of exposed services being compromised easily through dictionary attacks or other social engineering attempts.

Solution:
Perform the following to enable passwords to require at least 1 numeric characters:
Terminal Method:
Run the following command to set passwords to require at least one number:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy -setaccountpolicies 'requiresNumeric=<value>=1>'

example:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'requiresNumeric=2'

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.mobiledevice.passwordpolicy

Add the key requireAlphanumeric

Set the key to <integer><value>=1></integer>

Note: This profile requires both an alphabetical and numeric characters.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.5.2,800-53|IA-5(1),CSCv7|4.4,CSCv8|5.2,CSF|PR.AC-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|IA-5(1),LEVEL|2M,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|13.2,SWIFT-CSCv1|4.1

Policy Value:
cmd: /usr/bin/pwpolicy -getaccountpolicies | /usr/bin/grep -A1 minimumNumericCharacters | /usr/bin/tail -1 | /usr/bin/cut -d'>' -f2 | /usr/bin/cut -d '<' -f1 | /usr/bin/awk '{print} END {if (NR == 0) print ""Not found""}'
expect: ^[1-9][0-9]*

Actual Value:
The command '/usr/bin/pwpolicy -getaccountpolicies | /usr/bin/grep -A1 minimumNumericCharacters | /usr/bin/tail -1 | /usr/bin/cut -d'>' -f2 | /usr/bin/cut -d '<' -f1 | /usr/bin/awk '{print} END {if (NR == 0) print ""Not found""}'' returned : 

Not found"
"FAILED","""5.2.5 Ensure Complex Password Must Contain Special Character Is Configured"" : [FAILED]

Complex passwords contain one character from each of the following classes: English uppercase letters, English lowercase letters, Westernized Arabic numerals, and non-alphanumeric characters. Ensure that a special character is part of the password policy on the computer.

Rationale:

The more complex a password the more resistant it will be against persons seeking unauthorized access to a system.

Impact:

Password policy should be in effect to reduce the risk of exposed services being compromised easily through dictionary attacks or other social engineering attempts.

Solution:
Perform the following to enable passwords to require at least 1 special characters:
Terminal Method:
Run the following command to set passwords to require at least one special character:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy -setaccountpolicies 'requiresSymbol=<value>=1>'

example:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'requiresSymbol=1'

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.mobiledevice.passwordpolicy

Add the key minComplexChars

Set the key to <integer><value>=1></integer>

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.5.2,800-53|IA-5(1),CSCv7|4.4,CSCv8|5.2,CSF|PR.AC-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|IA-5(1),LEVEL|2M,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|13.2,SWIFT-CSCv1|4.1

Policy Value:
cmd: /usr/bin/pwpolicy -getaccountpolicies | /usr/bin/grep -A1 minimumSymbols | /usr/bin/tail -1 | /usr/bin/cut -d'>' -f2 | /usr/bin/cut -d '<' -f1 | /usr/bin/awk '{print} END {if (NR == 0) print ""Not found""}'
expect: ^[1-9][0-9]*

Actual Value:
The command '/usr/bin/pwpolicy -getaccountpolicies | /usr/bin/grep -A1 minimumSymbols | /usr/bin/tail -1 | /usr/bin/cut -d'>' -f2 | /usr/bin/cut -d '<' -f1 | /usr/bin/awk '{print} END {if (NR == 0) print ""Not found""}'' returned : 

Not found"
"FAILED","""5.2.6 Ensure Complex Password Must Contain Uppercase and Lowercase Characters Is Configured"" : [FAILED]

Complex passwords contain one character from each of the following classes: English uppercase letters, English lowercase letters, Westernized Arabic numerals, and non-alphanumeric characters.

Ensure that both uppercase and lowercase letters are part of the password policy on the computer.

Rationale:

The more complex a password the more resistant it will be against persons seeking unauthorized access to a system.

Impact:

Password policy should be in effect to reduce the risk of exposed services being compromised easily through dictionary attacks or other social engineering attempts.

Solution:
Run the following command to set passwords to require at upper and lower case letter:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'requiresMixedCase=<value>=1>'

example:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'requiresMixedCase=1'

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.5.2,800-53|IA-5(1),CSCv7|4.4,CSCv8|5.2,CSF|PR.AC-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|IA-5(1),LEVEL|2M,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|13.2,SWIFT-CSCv1|4.1

Policy Value:
cmd: /usr/bin/pwpolicy -getaccountpolicies | /usr/bin/grep -A1 minimumMixedCaseCharacters | /usr/bin/tail -1 | /usr/bin/cut -d'>' -f2 | /usr/bin/cut -d '<' -f1 | /usr/bin/awk '{print} END {if (NR == 0) print ""Not found""}'
expect: ^[1-9][0-9]*

Actual Value:
The command '/usr/bin/pwpolicy -getaccountpolicies | /usr/bin/grep -A1 minimumMixedCaseCharacters | /usr/bin/tail -1 | /usr/bin/cut -d'>' -f2 | /usr/bin/cut -d '<' -f1 | /usr/bin/awk '{print} END {if (NR == 0) print ""Not found""}'' returned : 

Not found"
"FAILED","""5.5 Ensure login keychain is locked when the computer sleeps"" : [FAILED]

The login keychain is a secure database store for passwords and certificates and is created for each user account on macOS. The system software itself uses keychains for secure storage. Anyone with physical access to an unlocked keychain where the screen is also unlocked can copy all passwords in that keychain. The approach recommended here is that the login keychain be set to lock when the computer sleeps to reduce the risk of password exposure. Organizations that use Firefox and Thunderbird will have a much different tolerance than those organizations using keychain aware applications extensively.

In previous versions of the Benchmark there were recommendations for inactivity timeouts and maintaining individual keychains. The user experience with a short inactivity timeout is difficult. Users will be unlocking the keychain often to all keychain aware applications access. This benchmark lengthened the inactivity timeout substantially in the past to keep the inactivity control. At this time it has been dropped. The compensating controls of a screen lock, lock when sleeping, and the built-in keychain encryption make the control allows for a small residual risk.

Early guidance, including in this Benchmark, recommended the use of additional keychains as needed to separate confidentiality levels or separate user domains (work, school, volunteer groups...) At his point, particularly with the availability of iCloud Keychain key segregation is a niche use case. Recent recommendations on distinct keychains is very rare.

Rationale:

While logged in, the keychain does not prompt the user for passwords for various systems and/or programs. This can be exploited by unauthorized users to gain access to password-protected programs and/or systems in the absence of the user.

Impact:

The user may experience multiple prompts to unlock the keychain when waking from sleep.

Solution:
Perform the following to set the login keychain to lock on sleep:
Graphical Method:

Open Keychain Access

Select the login keychain

Select Edit

Select Change Settings for keychain login

Set Lock when sleeping

Terminal Method:
For each user, run the following command to set the login keychain to sleep on lock:

$ sudo -u <username> security  set-keychain-settings -l /Users/<username>/Library/Keychains/login.keychain

example:

$ sudo -u firstuser security set-keychain-settings -l /Users/firstuser/Library/Keychains/login.keychain

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.1.1,800-171|3.1.10,800-53|AC-2(5),800-53|AC-11,CN-L3|7.1.3.2(d),CN-L3|8.1.4.1(b),CSCv7|16.11,CSCv8|4.3,CSF|PR.AC-1,CSF|PR.AC-4,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),HIPAA|164.312(a)(2)(iii),ISO/IEC-27001|A.9.2.1,ISO/IEC-27001|A.11.2.8,ITSG-33|AC-2(5),ITSG-33|AC-11,LEVEL|2M,NIAv2|AM23c,NIAv2|AM23d,NIAv2|AM28,NIAv2|NS5j,NIAv2|SS14e,QCSC-v1|5.2.2,QCSC-v1|8.2.1,QCSC-v1|13.2,QCSC-v1|15.2,TBA-FIISB|36.2.1,TBA-FIISB|37.1.4

Policy Value:
cmd: /usr/bin/security show-keychain-info 2>&1
expect: Keychain[\s]*""<NULL>""[\s]*lock-on-sleep

Actual Value:
The command '/usr/bin/security show-keychain-info 2>&1' returned : 

security: SecKeychainCopySettings <NULL>: A default keychain could not be found."
"FAILED","""5.15 Ensure Fast User Switching Is Disabled"" : [FAILED]

Fast user switching allows a person to quickly log in to the computer with a different account. While only a minimal security risk, when a second user is logged in, that user might be able to see what processes the first user is using, or possibly gain other information about the first user. In a large directory environment where it is difficult to limit log in access many valid users can login to other user's assigned computers.

Rationale:

Fast user switching allows multiple users to run applications simultaneously at console. There can be information disclosed about processes running under a different user. Without a specific configuration to save data and log out users can have unsaved data running in a background session that is not obvious.

Impact:

When support staff visits a user's computer console, they will not be able to log in to their own session if there is an active and locked session.

Solution:
Perform the following to disable fast user switching:
Graphical Method:

Open System Preferences

Select Users & Groups

Select Login Options

Uncheck 'Show fast user switching menu as...'

Terminal Method:
Run the following command to turn fast user switching off:

$ sudo /usr/bin/defaults write /Library/Preferences/.GlobalPreferences MultipleSessionEnabled -bool false

Profile Method:

Create or edit a configuration profile with the PayLoadType of .GlobalPreferences

Add the key MultipleSessionEnabled

Set the key to </false>

Additional Information:

macOS is a multi-user operating system, and there are other similar methods that might provide the same kind of risk. The Remote Login service that can be turned on in the Sharing System Preferences pane is another.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.1,800-171|3.4.2,800-171|3.4.6,800-171|3.4.7,800-171|3.5.2,800-53|CM-1,800-53|CM-2,800-53|CM-6,800-53|CM-7,800-53|IA-5,CSCv7|5.1,CSCv8|4.1,CSF|DE.AE-1,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.AC-1,CSF|PR.DS-7,CSF|PR.IP-1,CSF|PR.PT-3,GDPR|32.1.b,GDPR|32.4,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|CM-1,ITSG-33|CM-2,ITSG-33|CM-6,ITSG-33|CM-7,ITSG-33|IA-5,LEVEL|2M,NESA|M1.2.2,NESA|T3.2.5,NESA|T5.2.3,NESA|T7.5.1,NIAv2|GS8b,NIAv2|SS15a,NIAv2|SS16,NIAv2|VL7a,NIAv2|VL7b,QCSC-v1|5.2.1,QCSC-v1|5.2.2,QCSC-v1|7.2,QCSC-v1|13.2,SWIFT-CSCv1|2.3

Policy Value:
plist_name: /Library/Preferences/.GlobalPreferences
plist_item: MultipleSessionEnabled
regex: 0
plist_option: CANNOT_BE_NULL

Actual Value:
Error -- could not get the plist item"
"FAILED","""1.2 Ensure Auto Update Is Enabled"" : [FAILED]

Auto Update verifies that your system has the newest security patches and software updates. If 'Automatically check for updates' is not selected background updates for new malware definition files from Apple for XProtect and Gatekeeper will not occur.

http://macops.ca/os-x-admins-your-clients-are-not-getting-background-security-updates/

https://derflounder.wordpress.com/2014/12/17/forcing-xprotect-blacklist-updates-on-mavericks-and-yosemite/

Rationale:

It is important that a system has the newest updates applied so as to prevent unauthorized persons from exploiting identified vulnerabilities.

Impact:

Without automatic update, updates may not be made in a timely manner and the system will be exposed to additional risk.

Solution:
Perform the following to enable the system to automatically check for updates:
Graphical Method:

Open System Preferences

Select Software Update

Select Advanced

Select Check for updates

Terminal Method:
Run the following command to enable auto update:

$ sudo /usr/bin/defaults write /Library/Preferences/com.apple.SoftwareUpdate AutomaticCheckEnabled -bool true

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.SoftwareUpdate

Add the key AutomaticCheckEnabled

Set the key to <true/>

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.14.1,800-53|SI-2,CN-L3|8.1.4.4(e),CN-L3|8.1.10.5(a),CN-L3|8.1.10.5(b),CN-L3|8.5.4.1(b),CN-L3|8.5.4.1(d),CN-L3|8.5.4.1(e),CSCv7|3.4,CSCv7|3.5,CSCv8|7.3,CSCv8|7.4,CSF|ID.RA-1,CSF|PR.IP-12,GDPR|32.1.b,HIPAA|164.306(a)(1),ITSG-33|SI-2,LEVEL|1A,NESA|T7.6.2,NESA|T7.7.1,NIAv2|PR9,QCSC-v1|11.2,SWIFT-CSCv1|2.2

Policy Value:
plist_name: /Library/Preferences/com.apple.SoftwareUpdate
plist_item: AutomaticCheckEnabled
regex: 1
plist_option: CANNOT_BE_NULL

Actual Value:
Error -- could not get the plist item"
